区域,租房链接,房源名称,房屋基本信息,房屋来源,发布时间,房屋特点,最低价(元/月),最高价(元/月)
罗湖区,https://sz.zu.ke.com/zufang/SZ1988382402313199616.html,整租 · 莲塘合正锦园 98平复式南北通 四间卧室加书房和衣帽间 跃层,罗湖区-莲塘/98㎡/东南南北/6室2厅2卫/高楼层（16层）,链家,4个月前发布,"精装,双卫生间,随时看房",10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2062206147938754560.html,鸿翔花园超级大三房出租，采光通风良好,罗湖区-地王/98㎡/东北/3室1厅1卫/低楼层（32层）,链家,1个月前发布,近地铁,12000,12000
罗湖区,https://sz.zu.ke.com/zufang/SZ2071465657698099200.html,整租 · 深业东岭 2室1厅,罗湖区-黄贝岭/70㎡/南/2室1厅1卫/未知（39层）,平台优选房东,19天前发布,"在线签约,近地铁,精装,免中介费,随时看房",7600,7600
罗湖区,https://sz.zu.ke.com/zufang/SZ2084055282480594944.html,松泉山庄 3室1厅 7500元,罗湖区-布心/96㎡/南/3室1厅1卫/高楼层（13层）,链家,2天前发布,"近地铁,新上",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2084657956603043840.html,百仕达东郡 4室2厅 36000元,罗湖区-百仕达/78㎡/东南/4室2厅2卫/中楼层（31层）,链家,1天前发布,"近地铁,新上",36000,36000
罗湖区,https://sz.zu.ke.com/zufang/SZ2084762955072667648.html,翠竹苑 2室1厅 4600元,罗湖区-百仕达/52㎡/南/2室1厅1卫/低楼层（6层）,链家,1天前发布,"近地铁,新上",4600,4600
罗湖区,https://sz.zu.ke.com/zufang/SZ2083917053227704320.html,愉天小区 1室1厅 3600元,罗湖区-翠竹/41㎡/东南/1室1厅1卫/高楼层（8层）,链家,2天前发布,"近地铁,新上,随时看房",3600,3600
罗湖区,https://sz.zu.ke.com/zufang/SZ2085426178193367040.html,佳兆业金翠园 1室1厅 6000元,罗湖区-翠竹/58㎡/东/1室1厅1卫/低楼层（31层）,链家,今天发布,"近地铁,新上,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2045512111823790080.html,合正锦湖魅力城 大2房 双地铁线 三大公园,罗湖区-洪湖/78㎡/东北/2室1厅1卫/中楼层（32层）,链家,1个月前发布,近地铁,6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081120136802074624.html,雍翠豪园 3室1厅 5200元,罗湖区-莲塘/88㎡/西/3室1厅1卫/低楼层（9层）,链家,6天前发布,新上,5200,5200
罗湖区,https://sz.zu.ke.com/zufang/SZ2081595932582871040.html,裕华小区 2室1厅 3500元,罗湖区-笋岗/50㎡/南/2室1厅1卫/中楼层（6层）,链家,5天前发布,"近地铁,新上",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2041693697497899008.html,百仕达花园二期 优质三房 业主诚心租 随时入住,罗湖区-百仕达/135㎡/南/3室2厅2卫/中楼层（6层）,链家,2个月前发布,"近地铁,随时看房",14000,14000
罗湖区,https://sz.zu.ke.com/zufang/SZ2043202814301175808.html,罗湖莲塘 畔山花园 带罗外南向大两房 楼层好 户型实用,罗湖区-莲塘/78㎡/南北/2室1厅1卫/低楼层（8层）,链家,1个月前发布,随时看房,6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2084630282065158144.html,京基东方颐园两房，双阳台 采光通风好，卧室出阳台,罗湖区-螺岭/52㎡/南/2室1厅1卫/低楼层（33层）,链家,1天前发布,"近地铁,新上,随时看房",6800,6800
罗湖区,https://sz.zu.ke.com/zufang/SZ2081536784977895424.html,楼梯房 实用性较高 楼层较高 通风效果好,罗湖区-黄贝岭/101㎡/南/3室2厅2卫/高楼层（7层）,链家,5天前发布,"近地铁,新上,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2049174797086638080.html,航天晴山月复式大三房，精装修。视野开阔，采光好。,罗湖区-莲塘/89㎡/南/3室2厅2卫/低楼层（22层）,链家,1个月前发布,,10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2070006162748874752.html,整租 · 鹏公馆 1室1厅,罗湖区-翠竹/46㎡/东北/1室1厅1卫/未知（29层）,平台认证机构,21天前发布,"近地铁,精装,免中介费,随时看房",9800,9800
罗湖区,https://sz.zu.ke.com/zufang/SZ2077182541898448896.html,虹桥星座正规 三房一厅 户型方正 采光通风,罗湖区-笋岗/71㎡/东/3室1厅1卫/高楼层（22层）,链家,11天前发布,近地铁,5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2072863141246803968.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/86㎡/南/3室2厅2卫/未知（38层）,平台优选房东,17天前发布,"近地铁,精装,免中介费,双卫生间,随时看房",10800,10800
罗湖区,https://sz.zu.ke.com/zufang/SZ2081850302692605952.html,金城华庭 1室1厅 4200元,罗湖区-螺岭/39㎡/北/1室1厅1卫/中楼层（24层）,链家,5天前发布,"近地铁,新上",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2076502126343241728.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/101㎡/西北/3室2厅2卫/未知（39层）,平台优选房东,12天前发布,"近地铁,精装,免中介费,双卫生间,随时看房",15800,15800
罗湖区,https://sz.zu.ke.com/zufang/SZ2083992709093670912.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/93㎡/东南/3室2厅1卫/未知（45层）,海洋之心公寓,2天前发布,"公寓,近地铁,精装,免中介费,新上,随时看房",9000,9000
罗湖区,https://sz.zu.ke.com/zufang/SZ2084805446702465024.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/67㎡/东南/2室2厅1卫/未知（44层）,平台优选房东,1天前发布,"在线签约,近地铁,精装,免中介费,新上,随时看房",8300,8300
罗湖区,https://sz.zu.ke.com/zufang/SZ2080996145752457216.html,翠都花园 3室1厅 6000元,罗湖区-翠竹/91㎡/东/3室1厅1卫/高楼层（7层）,链家,6天前发布,"近地铁,新上,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083917026115993600.html,松泉山庄 3室1厅 6500元,罗湖区-布心/105㎡/南/3室1厅1卫/高楼层（13层）,链家,2天前发布,"近地铁,新上,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2080869704339030016.html,优质百仕达六房、户型采光佳、2条地铁,罗湖区-百仕达/263㎡/南/6室2厅2卫/高楼层（10层）,链家,6天前发布,"近地铁,新上",45000,45000
罗湖区,https://sz.zu.ke.com/zufang/SZ2080458699180351488.html,东门168精装小户型单房 家电齐全 交通便利,罗湖区-螺岭/24㎡/北/1室0厅1卫/高楼层（29层）,链家,7天前发布,近地铁,2600,2600
罗湖区,https://sz.zu.ke.com/zufang/SZ2061474682267238400.html,四季御园 3室1厅 15000元,罗湖区-莲塘/87㎡/北/3室1厅2卫/中楼层（47层）,链家,1个月前发布,,15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2067175091711778816.html,万科俊园 5室2厅 16000元,罗湖区-黄贝岭/202㎡/东南/5室2厅3卫/中楼层（43层）,链家,25天前发布,近地铁,16000,16000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083315784549146624.html,新银座华庭 一房一厅 简单装修 家私家电齐全,罗湖区-罗湖口岸/40㎡/北/1室1厅1卫/低楼层（31层）,链家,3天前发布,"近地铁,新上",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2083950462696169472.html,大信精装大三房，看京基夜景，舒适居家,罗湖区-地王/136㎡/西南/3室2厅1卫/低楼层（29层）,链家,2天前发布,"近地铁,新上",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2085402593411989504.html,雍翠华府 2室1厅 4800元,罗湖区-布心/61㎡/西南/2室1厅1卫/低楼层（32层）,链家,今天发布,"近地铁,新上",4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2069422840850939904.html,万象城旁高层两房 精装修领包入住,罗湖区-万象城/61㎡/东/2室1厅1卫/中楼层（41层）,链家,22天前发布,"近地铁,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081891376764821504.html,京基东方颐园三房 采光通风好 户型方正装修精致,罗湖区-螺岭/91㎡/北/3室1厅1卫/低楼层（33层）,链家,5天前发布,"近地铁,新上,随时看房",8500,8500
罗湖区,https://sz.zu.ke.com/zufang/SZ2060825232956203008.html,"万事达精装四房，背靠翠竹山，地铁3,5,7号线",罗湖区-百仕达/134㎡/南北/4室2厅2卫/高楼层（9层）,链家,1个月前发布,"近地铁,随时看房",11000,11000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083031493449621504.html,整租 · 四季御园 2室1厅,罗湖区-莲塘/62㎡/南/2室1厅1卫/未知（44层）,平台优选房东,3天前发布,"在线签约,精装,免中介费,新上",5600,5600
罗湖区,https://sz.zu.ke.com/zufang/SZ2079729787898691584.html,晒布地铁口东门中路晒布地铁口，通风一室一厅,罗湖区-东门/47㎡/东南/1室1厅1卫/高楼层（31层）,链家,8天前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081680739455746048.html,百仕达花园二期 4室2厅 13900元,罗湖区-百仕达/166㎡/南/4室2厅2卫/低楼层（5层）,链家,5天前发布,"近地铁,新上,随时看房",13900,13900
罗湖区,https://sz.zu.ke.com/zufang/SZ2084029615772811264.html,中山花园大厦 2室2厅 6000元,罗湖区-黄贝岭/86㎡/东南/2室2厅1卫/中楼层（33层）,链家,2天前发布,"近地铁,新上,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2084000016753491968.html,整租 · 深业东岭 2室1厅,罗湖区-黄贝岭/56㎡/西/2室1厅1卫/未知（38层）,海洋之心公寓,2天前发布,"公寓,近地铁,精装,免中介费,新上",6800,6800
罗湖区,https://sz.zu.ke.com/zufang/SZ1909779588536606720.html,罗湖精装独栋别墅，环境优雅舒适，彰显尊崇地位 跃层,罗湖区-莲塘/300㎡/东南西北/6室3厅4卫/低楼层（4层）,链家,8个月前发布,,75000,75000
罗湖区,https://sz.zu.ke.com/zufang/SZ2039721986292187136.html,万科物业，精装修，高楼层，双阳台，通风采光好,罗湖区-莲塘/158㎡/南北/3室2厅2卫/中楼层（24层）,链家,2个月前发布,,10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081136811996364800.html,港岛银座精装公寓一房大房，眺望万象风情,罗湖区-地王/42㎡/东/1室1厅1卫/低楼层（32层）,链家,6天前发布,"近地铁,新上,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2084776519989215232.html,骏庭名园2房2厅，精装修，近地铁，采光好，家私电齐全,罗湖区-地王/82㎡/西/2室2厅1卫/低楼层（29层）,链家,1天前发布,"近地铁,新上",6900,6900
罗湖区,https://sz.zu.ke.com/zufang/SZ2084778518398369792.html,新天地名居花园式小区 一房一厅 采光通风好  超大阳台,罗湖区-黄贝岭/38㎡/东南/1室1厅1卫/高楼层（31层）,链家,1天前发布,"近地铁,新上,随时看房",5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2085246281450012672.html,缤纷时代家园 环境优美 花园小区 正规三房   临地铁,罗湖区-螺岭/93㎡/东南/3室1厅2卫/中楼层（32层）,链家,今天发布,"近地铁,新上",8800,8800
罗湖区,https://sz.zu.ke.com/zufang/SZ2076133673992208384.html,世金汉宫经典精修装两房 业主诚心出租 拎包入住 复式,罗湖区-万象城/47㎡/东南/2室1厅2卫/高楼层（23层）,链家,12天前发布,"近地铁,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2063765720474861568.html,百仕达花园一期 3室1厅 14000元,罗湖区-百仕达/112㎡/南/3室1厅2卫/高楼层（9层）,链家,1个月前发布,"近地铁,随时看房",14000,14000
罗湖区,https://sz.zu.ke.com/zufang/SZ2083953220770086912.html,都心名苑，地铁口精装大一房，超大双阳台,罗湖区-螺岭/41㎡/南/1室1厅1卫/中楼层（23层）,链家,2天前发布,"近地铁,新上,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2071454988428910592.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/东南/3室2厅2卫/未知（39层）,平台优选房东,19天前发布,"在线签约,近地铁,精装,免中介费,双卫生间,随时看房",19800,19800
罗湖区,https://sz.zu.ke.com/zufang/SZ2076126170709508096.html,翠盈精装大两房 洪湖翠竹双地铁 适合居家陪读 双公,罗湖区-洪湖/60㎡/北/2室1厅1卫/高楼层（34层）,链家,13天前发布,近地铁,5400,5400
罗湖区,https://sz.zu.ke.com/zufang/SZ2083795239390420992.html,风格名苑正规一房一厅 户型方正 大阳台家私齐全地铁口,罗湖区-地王/51㎡/东北/1室1厅1卫/高楼层（27层）,链家,2天前发布,"近地铁,新上",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081000107348082688.html,万科东方尊峪 3室2厅 9500元,罗湖区-莲塘/125㎡/西北/3室2厅2卫/低楼层（24层）,链家,6天前发布,新上,9500,9500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081536810026008576.html,庐峰翠苑 3室1厅 10000元,罗湖区-黄贝岭/110㎡/西北/3室1厅1卫/中楼层（15层）,链家,5天前发布,"近地铁,新上",10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081887664411787264.html,文星花园 2室1厅 6500元,罗湖区-春风路/87㎡/南/2室1厅1卫/中楼层（7层）,链家,5天前发布,"近地铁,新上",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2062246749531553792.html,整租 · 万事达名苑 5室2厅,罗湖区-百仕达/176㎡/南/5室2厅2卫/未知（12层）,平台优选房东,1个月前发布,"在线签约,近地铁,精装,免中介费,双卫生间",13200,13200
罗湖区,https://sz.zu.ke.com/zufang/SZ2083887603912024064.html,莲塘桐景花园 精美装修 诚心出租,罗湖区-莲塘/78㎡/北/2室1厅1卫/中楼层（28层）,链家,2天前发布,新上,5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2062841114754555904.html,整租 · 鹏公馆 1室0厅,罗湖区-翠竹/40㎡/东北/1室0厅1卫/未知（29层）,平台认证机构,1个月前发布,"近地铁,精装,免中介费",8000,8000
罗湖区,https://sz.zu.ke.com/zufang/SZ2062841184035799040.html,整租 · 鹏公馆 1室1厅,罗湖区-翠竹/46㎡/西南/1室1厅1卫/未知（29层）,平台认证机构,1个月前发布,"近地铁,精装,免中介费",9800,9800
罗湖区,https://sz.zu.ke.com/zufang/SZ2085430015411101696.html,阳光新干线家园 1室1厅 4500元,罗湖区-春风路/39㎡/东北/1室1厅1卫/高楼层（33层）,链家,今天发布,"近地铁,新上",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2078245273733169152.html,风格名苑 户型方正 有阳台家私齐全 交通便捷,罗湖区-地王/48㎡/东/1室1厅1卫/中楼层（30层）,链家,10天前发布,"近地铁,随时看房",5600,5600
罗湖区,https://sz.zu.ke.com/zufang/SZ2079405863369981952.html,合正精装复式一房大阳台干净整洁  双地铁线三大公园,罗湖区-洪湖/38㎡/西南/1室1厅1卫/高楼层（31层）,链家,8天前发布,"近地铁,随时看房",4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2071606737424883712.html,精致百仕达优质两房、朝南厅出阳台户型佳、近3条地铁,罗湖区-百仕达/85㎡/南/2室1厅1卫/中楼层（9层）,链家,19天前发布,"近地铁,随时看房",8500,8500
罗湖区,https://sz.zu.ke.com/zufang/SZ2085380947171352576.html,罗湖口岸大中华汇展阁酒店式公寓,罗湖区-罗湖口岸/73㎡/南/2室1厅1卫/低楼层（36层）,链家,今天发布,"近地铁,新上,随时看房",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2083784905103785984.html,天地大厦大三房，户型好，交通便利,罗湖区-地王/105㎡/东/3室1厅1卫/高楼层（23层）,链家,2天前发布,"近地铁,新上",8800,8800
罗湖区,https://sz.zu.ke.com/zufang/SZ2080554885317148672.html,整租 · 华讯中心 1室1厅,罗湖区-地王/51㎡/东南/1室1厅1卫/未知（46层）,平台优选房东,6天前发布,"精装,免中介费,新上",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2080554885593702400.html,整租 · 华讯中心 1室1厅,罗湖区-地王/51㎡/东南/1室1厅1卫/未知（46层）,平台优选房东,6天前发布,"精装,免中介费,新上",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2085307252419600384.html,文华花园 2室1厅 5500元,罗湖区-黄贝岭/86㎡/南/2室1厅1卫/低楼层（30层）,链家,今天发布,"近地铁,新上",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2059440193982693376.html,百仕达乐湖 4室2厅 22000元,罗湖区-百仕达/185㎡/南北/4室2厅2卫/中楼层（34层）,链家,1个月前发布,近地铁,22000,22000
罗湖区,https://sz.zu.ke.com/zufang/SZ2046276350176149504.html,银湖地铁站，低价两房，随时看房入住。,罗湖区-银湖/152㎡/南/2室1厅1卫/中楼层（6层）,链家,1个月前发布,"近地铁,随时看房",3700,3700
罗湖区,https://sz.zu.ke.com/zufang/SZ2019594531049316352.html,幸福里大三房 精装修 带空中花园 居家超爽享受,罗湖区-万象城/143㎡/东北/4室2厅2卫/低楼层（49层）,链家,3个月前发布,近地铁,24000,24000
罗湖区,https://sz.zu.ke.com/zufang/SZ2043387640358633472.html,东郡优质五房、厅出阳台户型采光佳、近3条地铁,罗湖区-百仕达/123㎡/东南/5室1厅2卫/中楼层（33层）,链家,1个月前发布,近地铁,21000,21000
罗湖区,https://sz.zu.ke.com/zufang/SZ2081046494110023680.html,整租 · 鹏兴花园二期 2室1厅,罗湖区-莲塘/60㎡/南/2室1厅1卫/未知（16层）,周周管家,6天前发布,"在线签约,公寓,精装,免中介费,新上",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2060989616177020928.html,幸福里大三房 精装修 带空中花园 居家超爽享受,罗湖区-万象城/142㎡/东/3室2厅2卫/低楼层（49层）,链家,1个月前发布,近地铁,28000,28000
罗湖区,https://sz.zu.ke.com/zufang/SZ2078143056455925760.html,精致百仕达优质两房、中高楼层采光户型佳、配套齐全,罗湖区-布心/72㎡/东南/2室1厅1卫/中楼层（32层）,链家,10天前发布,"近地铁,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2083933765616812032.html,东方华都优质一房一厅，配套齐全，环境优美,罗湖区-螺岭/40㎡/南/1室1厅1卫/中楼层（32层）,链家,2天前发布,"近地铁,新上",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2071475912754872320.html,鹏兴花园五期 3室1厅 5500元 跃层,罗湖区-莲塘/74㎡/南/3室1厅2卫/中楼层（16层）,链家,19天前发布,,5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2080126147026493440.html,地铁口37号线 田贝地铁站 大三房 业主诚心出租,罗湖区-翠竹/88㎡/南/3室2厅1卫/低楼层（8层）,链家,7天前发布,近地铁,7000,7000
